1	6881.13	1545
2	6876.86	1551
3	6872.60	1569
4	6868.33	1520
5	6864.07	1540
6	6859.81	1570
7	6855.54	1557
8	6851.28	1546
9	6847.01	1583
10	6842.75	1521
11	6838.48	1544
12	6834.22	1536
13	6829.95	1523
14	6825.69	1601
15	6821.43	1608
16	6817.16	1581
17	6812.90	1583
18	6808.63	1578
19	6804.37	1594
20	6800.10	1580
21	6795.84	1565
22	6791.57	1581
23	6787.31	1594
24	6783.04	1596
25	6778.78	1561
26	6774.51	1523
27	6770.25	1496
28	6765.98	1523
29	6761.72	1556
30	6757.45	1569
31	6753.19	1576
32	6748.92	1654
33	6744.66	1627
34	6740.39	1604
35	6736.13	1621
36	6731.86	1655
37	6727.60	1633
38	6723.33	1580
39	6719.07	1563
40	6714.80	1567
41	6710.54	1610
42	6706.27	1594
43	6702.01	1565
44	6697.74	1593
45	6693.47	1571
46	6689.21	1577
47	6684.94	1533
48	6680.68	1520
49	6676.41	1557
50	6672.15	1562
51	6667.88	1557
52	6663.62	1534
53	6659.35	1515
54	6655.08	1513
55	6650.82	1564
56	6646.55	1579
57	6642.29	1510
58	6638.02	1519
59	6633.75	1593
60	6629.49	1558
61	6625.22	1570
62	6620.96	1586
63	6616.69	1606
64	6612.43	1544
65	6608.16	1716
66	6603.89	2123
67	6599.63	2272
68	6595.36	1946
69	6591.09	1705
70	6586.83	2675
71	6582.56	4620
72	6578.30	4920
73	6574.03	3070
74	6569.76	1892
75	6565.50	1937
76	6561.23	1764
77	6556.96	1608
78	6552.70	1626
79	6548.43	1608
80	6544.17	1596
81	6539.90	1604
82	6535.63	1599
83	6531.37	1565
84	6527.10	1548
85	6522.83	1532
86	6518.57	1554
87	6514.30	1597
88	6510.03	1591
89	6505.77	1589
90	6501.50	1586
91	6497.23	1548
92	6492.97	1509
93	6488.70	1553
94	6484.43	1516
95	6480.17	1528
96	6475.90	1612
97	6471.63	1633
98	6467.37	1584
99	6463.10	1582
100	6458.83	1582
101	6454.56	1567
102	6450.30	1540
103	6446.03	1594
104	6441.76	1561
105	6437.50	1562
106	6433.23	1576
107	6428.96	1575
108	6424.69	1570
109	6420.43	1537
110	6416.16	1540
111	6411.89	1551
112	6407.63	1603
113	6403.36	1605
114	6399.09	1569
115	6394.82	1575
116	6390.56	1569
117	6386.29	1581
118	6382.02	1605
119	6377.75	1604
120	6373.49	1560
121	6369.22	1557
122	6364.95	1572
123	6360.68	1614
124	6356.42	1596
125	6352.15	1537
126	6347.88	1517
127	6343.61	1574
128	6339.35	1602
129	6335.08	1577
130	6330.81	1606
131	6326.54	1594
132	6322.28	1543
133	6318.01	1535
134	6313.74	1527
135	6309.47	1579
136	6305.20	1561
137	6300.94	1556
138	6296.67	1572
139	6292.40	1549
140	6288.13	1573
141	6283.86	1581
142	6279.60	1541
143	6275.33	1543
144	6271.06	1545
145	6266.79	1562
146	6262.52	1594
147	6258.26	1575
148	6253.99	1568
149	6249.72	1557
150	6245.45	1571
151	6241.18	1568
152	6236.92	1579
153	6232.65	1620
154	6228.38	1596
155	6224.11	1529
156	6219.84	1527
157	6215.57	1637
158	6211.31	1636
159	6207.04	1580
160	6202.77	1573
161	6198.50	1553
162	6194.23	1560
163	6189.96	1609
164	6185.69	1633
165	6181.43	1602
166	6177.16	1555
167	6172.89	1537
168	6168.62	1555
169	6164.35	1542
170	6160.08	1583
171	6155.81	1596
172	6151.55	1560
173	6147.28	1549
174	6143.01	1549
175	6138.74	1554
176	6134.47	1546
177	6130.20	1575
178	6125.93	1547
179	6121.66	1574
180	6117.40	1605
181	6113.13	1578
182	6108.86	1511
183	6104.59	1551
184	6100.32	1637
185	6096.05	1594
186	6091.78	1536
187	6087.51	1548
188	6083.24	1587
189	6078.97	1552
190	6074.71	1594
191	6070.44	1637
192	6066.17	1529
193	6061.90	1504
194	6057.63	1568
195	6053.36	1569
196	6049.09	1607
197	6044.82	1606
198	6040.55	1552
199	6036.28	1551
200	6032.01	1586
201	6027.74	1576
202	6023.47	1551
203	6019.21	1535
204	6014.94	1588
205	6010.67	1602
206	6006.40	1589
207	6002.13	1593
208	5997.86	1509
209	5993.59	1554
210	5989.32	1592
211	5985.05	1600
212	5980.78	1591
213	5976.51	1584
214	5972.24	1614
215	5967.97	1590
216	5963.70	1576
217	5959.43	1555
218	5955.16	1611
219	5950.89	1553
220	5946.62	1541
221	5942.35	1576
222	5938.08	1577
223	5933.81	1608
224	5929.54	1544
225	5925.27	1571
226	5921.00	1615
227	5916.74	1601
228	5912.47	1601
229	5908.20	1591
230	5903.93	1595
231	5899.66	1608
232	5895.39	1689
233	5891.12	1705
234	5886.85	1584
235	5882.58	1552
236	5878.31	1565
237	5874.04	1557
238	5869.77	1597
239	5865.50	1578
240	5861.23	1565
241	5856.96	1600
242	5852.69	1573
243	5848.42	1508
244	5844.15	1545
245	5839.88	1606
246	5835.60	1572
247	5831.33	1603
248	5827.06	1672
249	5822.79	1575
250	5818.52	1546
251	5814.25	1579
252	5809.98	1570
253	5805.71	1541
254	5801.44	1556
255	5797.17	1591
256	5792.90	1579
257	5788.63	1568
258	5784.36	1555
259	5780.09	1604
260	5775.82	1593
261	5771.55	1576
262	5767.28	1590
263	5763.01	1598
264	5758.74	1640
265	5754.47	1581
266	5750.20	1549
267	5745.93	1555
268	5741.66	1533
269	5737.39	1501
270	5733.12	1554
271	5728.84	1578
272	5724.57	1626
273	5720.30	1562
274	5716.03	1527
275	5711.76	1574
276	5707.49	1563
277	5703.22	1532
278	5698.95	1579
279	5694.68	1572
280	5690.41	1563
281	5686.14	1609
282	5681.87	1615
283	5677.60	1567
284	5673.33	1574
285	5669.05	1584
286	5664.78	1573
287	5660.51	1540
288	5656.24	1552
289	5651.97	1567
290	5647.70	1574
291	5643.43	1588
292	5639.16	1600
293	5634.89	1605
294	5630.62	1559
295	5626.35	1585
296	5622.07	1577
297	5617.80	1570
298	5613.53	1546
299	5609.26	1576
300	5604.99	1576
301	5600.72	1523
302	5596.45	1571
303	5592.18	1555
304	5587.91	1583
305	5583.63	1581
306	5579.36	1553
307	5575.09	1568
308	5570.82	1543
309	5566.55	1510
310	5562.28	1563
311	5558.01	1571
312	5553.74	1539
313	5549.46	1589
314	5545.19	1565
315	5540.92	1564
316	5536.65	1569
317	5532.38	1575
318	5528.11	1592
319	5523.84	1534
320	5519.57	1580
321	5515.29	1570
322	5511.02	1566
323	5506.75	1592
324	5502.48	1585
325	5498.21	1563
326	5493.94	1579
327	5489.66	1629
328	5485.39	1581
329	5481.12	1534
330	5476.85	1535
331	5472.58	1522
332	5468.31	1509
333	5464.04	1546
334	5459.76	1622
335	5455.49	1635
336	5451.22	1585
337	5446.95	1552
338	5442.68	1546
339	5438.41	1574
340	5434.13	1610
341	5429.86	1572
342	5425.59	1549
343	5421.32	1549
344	5417.05	1550
345	5412.78	1530
346	5408.50	1537
347	5404.23	1558
348	5399.96	1564
349	5395.69	1552
350	5391.42	1542
351	5387.15	1531
352	5382.87	1521
353	5378.60	1519
354	5374.33	1554
355	5370.06	1629
356	5365.79	1585
357	5361.51	1590
358	5357.24	1563
359	5352.97	1545
360	5348.70	1617
361	5344.43	1579
362	5340.16	1541
363	5335.88	1566
364	5331.61	1604
365	5327.34	1567
366	5323.07	1608
367	5318.80	1565
368	5314.52	1516
369	5310.25	1567
370	5305.98	1599
371	5301.71	1553
372	5297.44	1598
373	5293.16	1594
374	5288.89	1586
375	5284.62	1564
376	5280.35	1596
377	5276.07	1571
378	5271.80	1548
379	5267.53	1587
380	5263.26	1579
381	5258.99	1572
382	5254.71	1563
383	5250.44	1565
384	5246.17	1521
385	5241.90	1562
386	5237.63	1609
387	5233.35	1594
388	5229.08	1589
389	5224.81	1588
390	5220.54	1585
391	5216.26	1564
392	5211.99	1593
393	5207.72	1578
394	5203.45	1573
395	5199.18	1560
396	5194.90	1558
397	5190.63	1577
398	5186.36	1608
399	5182.09	1571
400	5177.81	1586
401	5173.54	1562
402	5169.27	1560
403	5165.00	1617
404	5160.72	1591
405	5156.45	1563
406	5152.18	1568
407	5147.91	1573
408	5143.63	1609
409	5139.36	1610
410	5135.09	1541
411	5130.82	1585
412	5126.54	1567
413	5122.27	1547
414	5118.00	1589
415	5113.73	1531
416	5109.45	1534
417	5105.18	1581
418	5100.91	1561
419	5096.64	1505
420	5092.36	1551
421	5088.09	1620
422	5083.82	1568
423	5079.55	1544
424	5075.27	1626
425	5071.00	1635
426	5066.73	1594
427	5062.46	1570
428	5058.18	1552
429	5053.91	1574
430	5049.64	1584
431	5045.37	1594
432	5041.09	1613
433	5036.82	1523
434	5032.55	2109
435	5028.28	3242
436	5024.00	3532
437	5019.73	2500
438	5015.46	1772
439	5011.18	1669
440	5006.91	1636
441	5002.64	1632
442	4998.37	1577
443	4994.09	1594
444	4989.82	1570
445	4985.55	1640
446	4981.28	1957
447	4977.00	2237
448	4972.73	1977
449	4968.46	1641
450	4964.18	1597
451	4959.91	1603
452	4955.64	1637
453	4951.37	1552
454	4947.09	1519
455	4942.82	1501
456	4938.55	1565
457	4934.28	1572
458	4930.00	1556
459	4925.73	1531
460	4921.46	1553
461	4917.18	1572
462	4912.91	1498
463	4908.64	1574
464	4904.37	1582
465	4900.09	1553
466	4895.82	1516
467	4891.55	1582
468	4887.27	1694
469	4883.00	1953
470	4878.73	2130
471	4874.45	1879
472	4870.18	1626
473	4865.91	1508
474	4861.64	1556
475	4857.36	1563
476	4853.09	1604
477	4848.82	1604
478	4844.54	1580
479	4840.27	1577
480	4836.00	1575
481	4831.73	1565
482	4827.45	1542
483	4823.18	1529
484	4818.91	1588
485	4814.63	1609
486	4810.36	1592
487	4806.09	1584
488	4801.81	1583
489	4797.54	1581
490	4793.27	1562
491	4789.00	1583
492	4784.72	1614
493	4780.45	1568
494	4776.18	1521
495	4771.90	1564
496	4767.63	1589
497	4763.36	1548
498	4759.08	1576
499	4754.81	1597
500	4750.54	1566
501	4746.26	1618
502	4741.99	1602
503	4737.72	1584
504	4733.45	1598
505	4729.17	1536
506	4724.90	1537
507	4720.63	1553
508	4716.35	1591
509	4712.08	1570
510	4707.81	1551
511	4703.53	1516
512	4699.26	1533
513	4694.99	1597
514	4690.71	1578
515	4686.44	1568
516	4682.17	1610
517	4677.89	1531
518	4673.62	1522
519	4669.35	1542
520	4665.08	1578
521	4660.80	1583
522	4656.53	1527
523	4652.26	1524
524	4647.98	1529
525	4643.71	1551
526	4639.44	1547
527	4635.16	1582
528	4630.89	1550
529	4626.62	1524
530	4622.34	1530
531	4618.07	1512
532	4613.80	1533
533	4609.52	1552
534	4605.25	1564
535	4600.98	1595
536	4596.70	1614
537	4592.43	1580
538	4588.16	1520
539	4583.89	1549
540	4579.61	1531
541	4575.34	1533
