Lupus-TR-3 b,3.91405,0.0464
LTT 3780 c,12.252048,0.077
LTT 3780 b,0.7683881,0.012
LTT 1445A b,5.35882,0.03807
LSPM J2116+0234 b,14.446,0.0876
LP 791-18 c,4.989963,0.029392
LP 791-18 b,0.948005,0.00969
LP 415-17 d,40.718,0.1937
LP 415-17 c,13.85,0.0946
LP 415-17 b,6.342,0.0562
LP 358-499 d,11.0234,0.077
LP 358-499 c,4.8679,0.045
LP 358-499 b,3.0712,0.033
LKCA 15 b,40000,15.7
LHS 3844 b,0.46292792,0.00623
LHS 2397a B,5194,3.09
LHS 1815 b,3.81433,0.0404
LHS 1140 c,3.777931,0.02675
LHS 1140 b,24.73712,0.0875
Lalande 21185 b,9.8684,0.068
L 98-59 d,7.4513,0.05
L 98-59 c,3.6904,0.0315
L 98-59 b,2.2532,0.0227
L 168-9 b,1.4015,0.02091
ksi Aql b,136.75,0.58
KPS-1 b,1.706291,0.0269
KOI-74 b,5.188754,0.074
KOI-4427.01,147.6606,0.419
KOI-415 b,166.78805,0.593
KOI-410 b,7.217,0.08
KOI-368 b,110.3216,0.581
KOI-195 b,3.21751883,0.0414
KOI-192 b,10.290994,0.091
KOI-188 b,3.79701816,0.0464
KIC 9704149 b,697.0159,1.46
KIC 9662267 b,466.202,1.12
KIC 7917485 b,840,2.03
KIC 6805414 b,200.249,0.68
KIC 6372194 b,281.5848,0.78
KIC 6185331 b,49.76971,0.2672
KIC 5732155 b,644.1685,1.52
KIC 5522786 b,757.1639,1.98
KIC 5094412 b,276.88,0.78
KIC 5010054 b,904.24,1.86
KIC 2437209 b,281.2228,0.87
KIC 12454613 b,736.3819,1.54
KIC 11152511 b,287.363,0.85
KIC 10544976 (AB) b,6136,6.56
KIC 10255705 b,707.3793,1.6
Kepler-953 b,88.4075,0.19757
Kepler-93 b,4.72673978,0.053
Kepler-91 b,6.24658,0.072
Kepler-90 i,14.44912,0.2
Kepler-90 h,331.60059,1.01
Kepler-90 g,210.60697,0.71
Kepler-90 f,124.9144,0.48
Kepler-90 e,91.93913,0.42
Kepler-90 d,59.73667,0.32
Kepler-90 c,8.719375,0.089
Kepler-90 b,7.008151,0.074
Kepler-9 d,1.592851,0.0273
Kepler-9 c,38.969,0.229
Kepler-9 b,19.22418,0.143
Kepler-89 e,54.319931,0.298
Kepler-89 d,22.3430004,0.165
Kepler-89 c,10.423707,0.099
Kepler-89 b,3.7432451,0.05
Kepler-88 c,22.3395,0.1529
Kepler-87 c,192.363,0.664
Kepler-87 b,114.73709,0.471
Kepler-86 b,282.5254,0.824
Kepler-85 e,25.216751,0.163
Kepler-85 d,17.91323,0.13
Kepler-85 c,12.51217,0.10369
Kepler-85 b,8.305992,0.07891
Kepler-84 f,44.552169,0.25
Kepler-84 e,27.434389,0.181
Kepler-84 d,4.224537,0.052
Kepler-84 c,12.882525,0.108
Kepler-84 b,8.725854,0.083
Kepler-83 d,5.169796,0.051
Kepler-83 c,20.08976,0.126
Kepler-83 b,9.770513,0.078
Kepler-82 f,75.732,0.3395
Kepler-82 e,5.902206,0.063
Kepler-82 d,2.382961,0.034
Kepler-82 c,51.531855,0.264
Kepler-82 b,26.443794,0.169
Kepler-81 d,20.837846,0.128
Kepler-81 c,12.039901,0.089
Kepler-81 b,5.954893,0.056
kepler-80 g,14.64558,0.14
Kepler-8 b,3.52254,0.0483
Kepler-79 e,81.0659,0.386
Kepler-79 d,52.0902,0.287
Kepler-79 c,27.4029,0.187
Kepler-79 b,13.4845,0.117
Kepler-78 b,0.35500745,0.01
Kepler-77 b,3.5787087,0.04501
Kepler-76 b,1.54492875,0.028
Kepler-75 b,8.884924,0.08
Kepler-74 b,7.340718,0.084
Kepler-730 c,2.85188338,0.03997
Kepler-730 b,6.491682808,0.0694
Kepler-71 b,3.905081,0.047
Kepler-70 c,0.34289,0.0076
Kepler-70 b,0.2401,0.006
Kepler-7 b,4.885525,0.06246
Kepler-69 c,242.4613,0.64
Kepler-69 b,13.722341,0.094
Kepler-68 d,625,1.4
Kepler-68 c,9.604979,0.09059
Kepler-68 b,5.3987533,0.0617
Kepler-67 b,15.7259,0.1171
Kepler-66 b,17.815815,0.1352
Kepler-65 d,8.131231,0.084
Kepler-65 c,5.8599408,0.068
Kepler-65 b,2.1549156,0.035
Kepler-64 (AB) b,138.506,0.634
Kepler-63 b,9.4341505,0.08
Kepler-62 f,267.291,0.718
Kepler-62 e,122.3874,0.427
Kepler-62 d,18.16406,0.12
Kepler-62 c,12.4417,0.0929
Kepler-62 b,5.714932,0.0553
Kepler-61 b,59.87756,0.27
Kepler-60 d,11.9016171,0.10548
Kepler-60 c,8.9193459,0.08701
Kepler-60 b,7.1316185,0.07497
Kepler-6 b,3.234723,0.04567
Kepler-59 c,17.9737,0.148
Kepler-59 b,11.8714,0.112
Kepler-58 d,40.101371,0.236
Kepler-56 d,1002,2
Kepler-56 c,21.40239,0.1652
Kepler-56 b,10.5016,0.1028
Kepler-55 f,10.198545,0.081
Kepler-55 e,4.617534,0.048
Kepler-55 d,2.211099,0.029
Kepler-54 d,20.995694,0.126
Kepler-539 b,125.63243,0.4988
Kepler-538 b,81.73778,0.3548
Kepler-53 d,9.751962,0.091
Kepler-52 d,36.445171,0.182
Kepler-51 d,130.194,0.509
Kepler-51 c,85.3128662,0.384
Kepler-51 b,45.1555023,0.2514
Kepler-5 b,3.54846,0.05064
Kepler-492 b,11.72012266,0.0987
Kepler-49 e,18.596108,0.116
Kepler-49 d,2.576549,0.031
Kepler-47 (AB) d,187.35,0.6992
Kepler-47 (AB) c,303.148,0.989
Kepler-47 (AB) b,49.514,0.2956
Kepler-46 d,6.76671,0.068
Kepler-46 c,57.004,0.2799
Kepler-46 b,33.60134,0.1967
Kepler-457 b,31.8099,0.161
Kepler-454 c,523.9,1.286
Kepler-454 b,10.57375339,0.0954
Kepler-452 b,384.843,1.046
Kepler-45 b,2.455239,0.027
Kepler-448 c,2500,4.2
Kepler-448 b,17.8552333,0.151
Kepler-447 b,7.79430132,0.0769
Kepler-444 A f,9.740486,0.0811
Kepler-444 A e,7.743493,0.0696
Kepler-444 A d,6.189392,0.06
Kepler-444 A c,4.5458841,0.04881
Kepler-444 A b,3.60001053,0.04178
Kepler-443 b,177.6693,0.495
Kepler-442 b,112.3053,0.409
Kepler-441 b,207.2482,0.64
Kepler-440 b,101.11141,0.242
Kepler-44 b,3.24674,0.0455
Kepler-439 b,178.1396,0.563
Kepler-438 b,35.23319,0.166
Kepler-437 b,66.65062,0.288
Kepler-436 b,64.00205,0.339
Kepler-435 b,8.6001536,0.0948
Kepler-434 b,12.877099,0.1143
Kepler-433 b,5.33408384,0.059
Kepler-432 c,411,1.188
Kepler-432 b,52.501134,0.301
Kepler-431 d,11.922,0.1045
Kepler-431 c,8.703,0.0847
Kepler-431 b,6.803,0.0719
Kepler-430 c,110.979,0.4757
Kepler-430 b,35.968,0.2244
Kepler-43 b,3.024095,0.0449
Kepler-428 b,3.52563254,0.0433
Kepler-424 c,223.3,0.73
Kepler-424 b,3.3118644,0.044
Kepler-423 b,2.6843285,0.03585
Kepler-422 b,7.8914483,0.082
Kepler-421 b,704.1984,1.219
Kepler-420 A b,86.647661,0.382
Kepler-42 d,1.856169,0.0154
Kepler-42 c,0.45328509,0.006
Kepler-42 b,1.2137672,0.0116
Kepler-419 c,673.3,1.68
Kepler-419 b,69.7968,0.371
Kepler-413 (AB) b,66.262,0.3553
Kepler-412 b,1.720861232,0.02959
Kepler-411 e,31.509728,0.186
Kepler-411 d,58.02035,0.279
Kepler-411 b,3.00516,0.038
Kepler-410 A b,17.833648,0.1236
Kepler-41 b,1.855558,0.029
Kepler-405 c,29.726682,0.188
Kepler-405 b,10.613839,0.095
Kepler-404 c,14.751166,0.118
Kepler-404 b,11.829851,0.102
Kepler-403 c,54.280749,0.297
Kepler-403 b,7.031462,0.076
Kepler-402 e,11.242861,0.102
Kepler-402 d,8.921099,0.087
Kepler-402 c,6.124821,0.068
Kepler-402 b,4.028751,0.051
Kepler-401 c,47.318218,0.269
Kepler-401 b,14.383035,0.122
Kepler-400 c,17.340824,0.134
Kepler-400 b,9.024389,0.087
Kepler-40 b,6.87349,0.08
Kepler-4 b,3.21346,0.0456
Kepler-399 d,58.034616,0.261
Kepler-399 c,26.67569,0.155
Kepler-399 b,14.425281,0.103
Kepler-398 c,11.419412,0.087
Kepler-398 b,4.081423,0.044
Kepler-397 c,135.498527,0.48
Kepler-397 b,22.250949,0.144
Kepler-396 c,88.505,0.22662
Kepler-396 b,42.994,0.36709
Kepler-395 c,34.989262,0.177
Kepler-395 b,7.054346,0.061
Kepler-394 c,12.130686,0.11
Kepler-394 b,8.005013,0.083
Kepler-393 c,14.613612,0.124
Kepler-393 b,9.182417,0.091
Kepler-392 c,10.423118,0.093
Kepler-392 b,5.341853,0.059
Kepler-391 c,20.501,0.164
Kepler-391 b,7.4175,0.083
Kepler-390 c,13.060022,0.101
Kepler-390 b,6.738088,0.065
Kepler-39 b,21.0874,0.155
Kepler-389 c,14.51143,0.11
Kepler-389 b,3.244107,0.041
Kepler-388 c,13.297004,0.093
Kepler-388 b,3.173315,0.036
Kepler-387 c,11.837549,0.098
Kepler-387 b,6.791636,0.068
Kepler-386 c,25.193458,0.155
Kepler-386 b,12.31043,0.096
Kepler-385 c,15.163161,0.127
Kepler-385 b,10.043686,0.097
Kepler-384 c,45.348269,0.236
Kepler-384 b,22.597053,0.148
Kepler-383 c,31.200751,0.172
Kepler-383 b,12.904532,0.095
Kepler-382 c,12.162701,0.097
Kepler-382 b,5.262155,0.055
Kepler-381 c,13.391635,0.117
Kepler-381 b,5.629021,0.066
Kepler-380 c,7.630004,0.078
Kepler-380 b,3.930821,0.05
Kepler-38 (AB) b,105.595,0.4644
Kepler-379 c,62.784697,0.326
Kepler-379 b,20.09838,0.152
Kepler-378 c,28.906009,0.166
Kepler-378 b,16.092361,0.112
Kepler-377 c,27.014976,0.182
Kepler-377 b,12.509529,0.109
Kepler-376 c,14.172327,0.115
Kepler-376 b,4.920199,0.057
Kepler-375 c,19.986326,0.141
Kepler-375 b,12.125934,0.101
Kepler-374 d,5.028219,0.056
Kepler-374 c,3.282807,0.042
Kepler-374 b,1.897806,0.029
Kepler-373 c,16.725948,0.126
Kepler-373 b,5.535309,0.06
Kepler-372 d,30.092568,0.201
Kepler-372 c,20.053763,0.154
Kepler-372 b,6.849692,0.075
Kepler-371 c,67.968015,0.313
Kepler-371 b,34.763278,0.2
Kepler-370 c,19.02293,0.14
Kepler-370 b,4.57953,0.054
Kepler-37 d,39.792187,0.2076
Kepler-37 c,21.301886,0.1368
Kepler-37 b,13.367308,0.1003
Kepler-369 c,14.871572,0.094
Kepler-369 b,2.732756,0.03
Kepler-368 c,72.379334,0.36
Kepler-368 b,26.84768,0.186
Kepler-367 c,53.578637,0.253
Kepler-367 b,37.815724,0.201
Kepler-366 c,12.51616,0.11
Kepler-366 b,3.281959,0.045
Kepler-365 c,17.784129,0.137
Kepler-365 b,10.664903,0.098
Kepler-364 c,59.980627,0.312
Kepler-364 b,25.745718,0.178
Kepler-363 d,11.932125,0.107
Kepler-363 c,7.542427,0.079
Kepler-363 b,3.614568,0.048
Kepler-362 c,37.866281,0.207
Kepler-362 b,10.327186,0.087
Kepler-361 c,55.188023,0.3
Kepler-361 b,8.486616,0.086
Kepler-360 c,7.186434,0.075
Kepler-360 b,3.289672,0.044
Kepler-36 c,16.23855,0.1283
Kepler-36 b,13.83989,0.1153
Kepler-359 d,77.095691,0.372
Kepler-359 c,57.68802,0.307
Kepler-359 b,25.563222,0.178
Kepler-358 c,83.488369,0.381
Kepler-358 b,34.060467,0.21
Kepler-357 d,49.499875,0.246
Kepler-357 c,16.85837,0.12
Kepler-357 b,6.475434,0.063
Kepler-356 c,13.121632,0.115
Kepler-356 b,4.612696,0.057
Kepler-355 c,25.762294,0.179
Kepler-355 b,11.03189,0.102
Kepler-354 d,24.209842,0.146
Kepler-354 c,16.934402,0.115
Kepler-354 b,5.47666,0.054
Kepler-353 c,8.410894,0.065
Kepler-353 b,5.795278,0.051
Kepler-352 c,16.332995,0.118
Kepler-352 b,10.05537,0.085
Kepler-351 c,57.24809,0.287
Kepler-351 b,37.054919,0.214
Kepler-350 b,11.189562,0.104
Kepler-35 (AB) b,131.458,0.60347
Kepler-349 c,12.247629,0.105
Kepler-349 b,5.929778,0.065
Kepler-348 c,17.265427,0.138
Kepler-348 b,7.05677,0.076
Kepler-347 c,27.320871,0.183
Kepler-347 b,12.79836,0.11
Kepler-346 c,23.851549,0.168
Kepler-346 b,6.511127,0.071
Kepler-345 c,9.387427,0.077
Kepler-345 b,7.415563,0.066
Kepler-344 c,125.596809,0.488
Kepler-344 b,21.963945,0.153
Kepler-343 c,23.22182,0.167
Kepler-343 b,8.96855,0.088
Kepler-342 d,39.459357,0.242
Kepler-342 c,26.234138,0.185
Kepler-342 b,15.170318,0.128
Kepler-341 e,42.473269,0.242
Kepler-341 d,27.666313,0.182
Kepler-341 c,8.01041,0.08
Kepler-341 b,5.195528,0.06
Kepler-340 c,22.824669,0.178
Kepler-340 b,14.844387,0.134
Kepler-34 (AB) b,288.822,1.0896
Kepler-339 d,10.558345,0.091
Kepler-339 c,6.988055,0.069
Kepler-339 b,4.977656,0.055
Kepler-338 d,44.4287,0.257
Kepler-338 c,24.31168,0.172
Kepler-338 b,13.72699,0.117
Kepler-337 c,9.693201,0.093
